ID,Name,Type,Specialty,Locality,Address,Lat,Lng,Zone,Phone,Email,Website
63c5594f-8692-424c-8867-4ffec5142cb5,Dr. A.K. Yadav,GENERAL_CLINIC,,Ganga Maiya Rd,"Shop No 630062, Ganga Maiya Rd, Ranjhi, Manmohan Nagar, Jabalpur, Madhya Pradesh 482005",23.2085361,79.9998598,Panagar,093020 01517,,
5fc2594a-03d3-4716-a95d-2ddf92a99d39,Dr.S.K.Mishra,GENERAL_CLINIC,,Panagar,"7XMV+QRQ, Panagar, Jabalpur, Madhya Pradesh 483220",23.2844567,79.9946095,Panagar,093034 77730,,
3ee1f8f0-f59a-486a-ba49-c5dec4c32125,"Dental Health Clinic , Dr Ravi Prakash Tiwari",DENTAL_CLINIC,,Rajul Township,"Rajul Township, Bhatauli, Jabalpur, Madhya Pradesh 482021",23.1173625,79.9735469,Panagar,097138 53079,,
f0e40d83-00c2-43a8-b004-cbb4a78208a4,"Government Ayurveda Dispensary Bhedaghat, Jabalpur Madhya Pradesh (AYUSH )",AYURVEDA_CLINIC,,4RJ3+5MV,"4RJ3+5MV, Bhedaghat, Madhya Pradesh 483053",23.1304883,79.8041559,Bhedaghat,,,
b2c0e0c4-0f85-4a9d-8553-3f0146147005,Dr Dinesh Vishwakarma,GENERAL_CLINIC,,Station Rd,"Station Rd, near Durga temple, Bhedaghat, Jabalpur, Madhya Pradesh 483053",23.1582007,79.8004426,Bhedaghat,,,
50e92bf2-c634-4e59-86a5-97d55030acd7,Shree Shubham Hospital and Research Center - Best Multispeciality Hospital | Trauma Center in Jabalpur,MULTISPECIALTY_HOSPITAL,,Nagpur Rd,"360, Square, Nagpur Rd, near Dashmesh Dwar, Premnagar, Hathital, Jabalpur, Madhya Pradesh 482002",23.1562098,79.9176407,Bhedaghat,0761 405 1253,,http://www.shreeshubhamhospital.com/
88cc75b8-d75b-4949-9a81-96dd5d89df02,Dr Archana Thakur,GENERAL_CLINIC,,Sneh Nagar Rd,"Sai Mandir Gali, 789, Sneh Nagar Rd, near Hanuman Mandir Gali, opposite Gautam Academy, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1647621,79.9168527,Bhedaghat,0761 407 0333,medihealthclinicjbp@gmail.com,https://jabalpurhelpline.com/dr-archana-thakur-gynecologist
bc70090f-d059-44fa-8789-7d0e2cecd817,New life Multispeciality Hospital,MULTISPECIALTY_HOSPITAL,,Shiv Nagar,"JDA Complex, s-15, Shiv Nagar, Road Main Rad, Damoh Naka, Jabalpur, Madhya Pradesh 482001",23.1561497,79.9192264,Bhedaghat,093034 33893,,
f9df2595-eb2b-49d6-9a41-8e252b55105a,Dr. Natraj Bhattacharya,GENERAL_CLINIC,,Ganga Nagar,"Dr. Natraj Bhattacharya Clinic 78, Ganga Nagar, Garha Rd, Madan Mahal, Jabalpur, Madhya Pradesh 482002",23.168075,79.9153564,Bhedaghat,,archana.ravi@remedoapp.com,https://drnatrajbhattacharya.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu
f9317a96-a156-453f-81cb-b6177c55bb6d,Dr Meshram Dawakhana,GENERAL_CLINIC,,Amanpur,"Infront of reliance or Blinkit store, Madan Mahal, Amanpur, Jabalpur, Madhya Pradesh 482002",23.157598,79.91595,Bhedaghat,094243 21544,sjmeshram73@gmail.com,https://apnabusinesscard.com/Dr-Meshram-Dawakhana
0448621b-2589-4bda-b856-3f7e635c5049,Clinic,GENERAL_CLINIC,,Chowk,"Narmada Mod, Chowk, Station Rd, near State Bank, Bhedaghat, Jabalpur, Madhya Pradesh 483053",23.1551517,79.8024314,Bhedaghat,070858 18589,,
3b39dc9e-9a51-402a-8b11-538ce29bde0c,"Roma Chatterjee Hospital, Jabalpur",HOSPITAL,,Nove Adaresh Colony,"1355, Nove Adaresh Colony, Daya Nagar, Yadav Colony, Jabalpur, New Adaresh Colony, Madhya Pradesh 482002",23.1686549,79.915577,Bhedaghat,,,https://www.drsanjeevbanerjee.com/
9f3cf27c-5a34-44ab-8b5b-422757105159,Dr. Makhan Lal Jangir,GENERAL_CLINIC,,Kalimath Rd,"1, Kalimath Rd, Sudhama Nagar, Madan Mahal, Jabalpur, Madhya Pradesh 482002",23.1618372,79.9139564,Bhedaghat,078988 56886,,
51e26a6d-1902-4398-80cf-e5c9faca1739,Muskan Health care -Gynecologists Centre In Jabalpur| Lady Doctor In Jabalpur,GYNECOLOGY_CLINIC,,Jai Nagar Rd,"Sev Bhandar Ke Peeche, 198, Jai Nagar Rd, near Labour Chowk, Labour Chowk, Nove Adaresh Colony, Yadav Colony, Indore, Jabalpur, Madhya Pradesh 482002",23.167424,79.9134326,Bhedaghat,095849 33806,muskanhealthcarejbp@gmail.com,https://www.apnabusinesscard.com/Muskan-Health-Care
4b69f905-1a6b-40b6-95de-b7613b564119,Muskan health care,GENERAL_CLINIC,,Jai Nagar Rd,"F 22-23, Vimalsheel Heights, Jai Nagar Rd, Yadav Colony, Jabalpur, Madhya Pradesh 482002",23.1677422,79.912825,Bhedaghat,0761 350 0527,muskanhealthcarejbp@gmail.com,https://apnabusinesscard.com/Muskan-Health-Care
b0b82f2e-ef79-4ea0-92cf-8b4c0c7df799,Health up clinic pk medicos,PHARMACY,,Labour Chowk,"Shop no.10, vimalsheel heights, Labour Chowk, Nove Adaresh Colony, Yadav Colony, Jabalpur, New Adaresh Colony, Madhya Pradesh 482002",23.1676989,79.9124313,Bhedaghat,073895 40910,,
561010c9-1496-4548-b640-b2816c0313b0,Dr. Abhishek Gaikwad,GENERAL_CLINIC,,Ukhri Road,"Health Care Clinic, Vishwakarma Medicose, Opp. Ukhri Police Station,, Ukhri Road,, Jabalpur, Madhya Pradesh 482002",23.1795575,79.9182054,Bhedaghat,079888 73085,abhiworld1985@gmail.com,http://jabalpurhelpline.com/dr-abhishek-gaikwad-cardiologist
b632eba4-985f-432d-a4c8-243baf312a37,Harshey Hospital,HOSPITAL,,labor chowk jabalpur,"408, labor chowk jabalpur, Garha Rd, Kamla Nehru Nagar, Jabalpur, Madhya Pradesh 482002",23.1672353,79.9129688,Bhedaghat,0761 401 7285,,
2f74be11-af55-4d24-9706-68a31fb1737f,Gastro & Liver Care Hospital,HOSPITAL,,Amanpur Road,"1102, Madan Mahal, Amanpur Road, Madhya Pradesh 482021",23.1574202,79.9162929,Bhedaghat,062633 55890,dr_romesh4u@yahoo.co.in,https://www.apnabusinesscard.com/Gastro-and-Liver-Care-Hospital
042cfdfa-5b6f-4b69-ba1c-08294ade389b,Dr. Pallavi Baghel Thakur,GENERAL_CLINIC,,Kalimath Rd,"Dr. Pallavi Baghel Thakur 995 Amanpur, Kalimath Rd, near Reliance Fresh, Garha, Narsinghward, Jabalpur, Madhya Pradesh 482001",23.1581988,79.9151855,Bhedaghat,097540 43717,swati.remedo@gmail.com,https://drpallavibaghelthakur.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu
33c74c00-4fb1-464e-a995-0a9dcf9a08c6,Health care clinic & Pathology Jabalpur chhotaphuhara,PATHOLOGY_LAB,,Main Rd,"Main Rd, Chhota Fuhara, Suji Mohalla, Gohalpur, Jabalpur, Madhya Pradesh 482002",23.1835642,79.9328522,Gohalpur,083579 52043,,
396fba5b-0177-4f9d-a072-0cd99af3b030,Gohalpur Clinic (Khan Clinic),GENERAL_CLINIC,,Amkhera Rd,"Amkhera Rd, Nai Basti Gopalpur, Adhartal, Jabalpur, Madhya Pradesh 482002",23.1996312,79.9357543,Gohalpur,,,
bd53df84-1875-4e56-a5c8-fa1f41023aea,Khare Polyclinic,POLYCLINIC,,Gohalpur,"5WMV+87X, Gohalpur, Jabalpur, Madhya Pradesh 482002",23.1833552,79.943238,Gohalpur,098261 53368,,
01c4cc3d-2445-4569-ae50-df8bc292af20,Medical,GENERAL_CLINIC,,Ansar Nagar,"897, Ansar Nagar, Gohalpur, Jabalpur, Vehicle Fac. Jabalpur, Madhya Pradesh 482002",23.191674,79.9401018,Gohalpur,,,
ba00f20d-fab0-47f0-8282-1b0c41c9f35d,Sama choudhry,GENERAL_CLINIC,,Ansar Nagar,"P131, Ansar Nagar, Gohalpur, Jabalpur, Vehicle Fac. Jabalpur, Madhya Pradesh 482002",23.1913068,79.9402185,Gohalpur,,,
5dc35e4f-c400-4470-a21b-25e9156df864,Dr. Ansari Clinic,GENERAL_CLINIC,,Ravindra Nagar Rd,"482004, Ravindra Nagar Rd, Ravindra Nagar, Adhartal, Jabalpur, Madhya Pradesh 482004",23.1993223,79.9455558,Gohalpur,076124 61483,,
8d36afa0-b8bb-4a22-beec-cbdcdd2c3827,Dr. Maqsooda Ansari Memorial Hospital,HOSPITAL,,Raddi Chowki,"Raddi Chowki, Ansari Memorial Hospital, 1393 Dr. Maqsooda, 37, High Court road, Noori Nagar, Adhartal, Jabalpur, Vehicle Fac. Jabalpur, Madhya Pradesh 482002",23.192687,79.9402977,Gohalpur,094247 04961,,
87eee774-b886-4db4-938b-528311c672aa,Dawakhana Hakeem Dilbar Miyaji,GENERAL_CLINIC,,Azad Ward,"Motinala, Bariya Tale, Azad Ward, Gohalpur, Jabalpur, Madhya Pradesh 482002",23.1853243,79.9383242,Gohalpur,079749 50686,,
b16a406e-c313-41d8-8804-ab734e47617f,Shri Sai Clinic,GENERAL_CLINIC,,Jabalpur,"Sindhi Camp, Adhartal, Jabalpur, Vehicle Fac. Jabalpur, Madhya Pradesh 482002",23.1833891,79.9450973,Gohalpur,090394 94198,,
10781ddc-e2c2-47af-8f13-e14ea7e72144,𝗦𝗨𝗣𝗘𝗥 𝗠𝗘𝗗𝗜𝗖𝗔𝗟 & 𝗣𝗘𝗧 𝗦𝗛𝗢𝗣,GENERAL_CLINIC,,Momin Eidgah Market,"Momin Eidgah Market,shop no.16, Gohalpur, Jabalpur, Madhya Pradesh 482002",23.190621,79.935523,Gohalpur,070005 44564,,
60884524-5ac2-4a36-9cbc-70f01680caaf,DR MOHSIN ANSARI'S MS ORTHO CLINIC,ORTHOPEDIC_CLINIC,,Bahorabagh Chowk,"Bahorabagh Chowk, Ansar Nagar, Gohalpur, Jabalpur, Madhya Pradesh 482002",23.1911247,79.9407648,Gohalpur,091792 32333,,
70556e4a-5cae-4a60-9b14-5878b32cf414,Galaxy Poly Clinic,GENERAL_CLINIC,,New Anand Nagar Rd,"Infort of Badal kabab, New Anand Nagar Rd, Anand Nagar, Raza chowk, Jabalpur, Madhya Pradesh 482004",23.1932308,79.9460864,Gohalpur,089828 31084,,
32c0b755-247f-4d88-b359-a3a8cae51e0a,Dr. Promod Pandey Dawakhana,GENERAL_CLINIC,,Amkhera Rd,"5WWP+H4W, Amkhera Rd, Ahmad Nagar, Gohalpur, Jabalpur, Madhya Pradesh 482002",23.1964769,79.9353322,Gohalpur,098274 54826,,
8b3f0bbd-f552-49a5-b3c5-447b34ddad72,Aarogyam Care pathology,PATHOLOGY_LAB,,Suji Mohalla,"Chhota Fuhar, Suji Mohalla, Gohalpur, Jabalpur, Madhya Pradesh 482002",23.1834365,79.9329736,Gohalpur,094249 28142,,https://mybillbook.in/store/aarogayam_care_patho
8166c6b1-f43c-4b25-b384-fefbc61770a3,TRUE CARE HOSPITAL,HOSPITAL,,786 Abdul Hammed Chowk,"786 Abdul Hammed Chowk, Raddi choki, near patrol pump, Jabalpur, Madhya Pradesh 482004",23.194847,79.940161,Gohalpur,0761 407 2225,,http://truecare.org/
6f0111c8-44e1-4c23-a574-1fd6bf5a2e59,Dr Tajdar choudhary Sunrise bone and fracture clinic,ORTHOPEDIC_CLINIC,,Madar Tekri Rd,"Dr Tajdar Choudhary house mandi, Madar Tekri Rd, Jabalpur, Madhya Pradesh 482002",23.1858965,79.9409242,Gohalpur,070008 35573,,
21616ddd-68c2-4b51-80d6-ea575efad67a,K.G.N LAKWA UNIT HOSPITAL - Epilepsy Jabalpur/Stroke Specialist Jabalpur/Headache Specialist/Alzheimer Specialist In Jabalpur,HOSPITAL,,AHameed Ward,"AHameed Ward, Raddhi Chowk, 398, Razzaq Mankiller, Adhartal, Jabalpur, Madhya Pradesh 482004",23.1941912,79.9430293,Gohalpur,093021 26066,,
4b027ac5-79c2-403c-b6db-ad554f3da855,Rahmani Shifa Khana,GENERAL_CLINIC,,Anand Nagar,"Sarfabad, Anand Nagar, Adhartal Jabalpur, Anand Nagar, Adhartal, Jabalpur, Madhya Pradesh 482002",23.1927591,79.9454052,Gohalpur,078690 97272,,
390dbe8d-ba54-40ac-9bdf-d0177a8f9b5b,Aadil Dental Care,DENTAL_CLINIC,,Char Khamba Rd,"1 Motinala, Char Khamba Rd, Gohalpur, Jabalpur, Madhya Pradesh 482002",23.1865759,79.9388793,Gohalpur,091111 17988,,
eb31ad83-f28d-439a-9adb-c778410aab16,Naaz Polyclinic,POLYCLINIC,,Raddi Chowk,"5WVR+76X, Raddi Chowk, Jabalpur, Madhya Pradesh 482002",23.1932489,79.940614,Gohalpur,098276 76846,,
65b085a1-9769-4647-978d-d1099e6a7c0c,nirog dham shree (Dr.R.K.Khera),GENERAL_CLINIC,,GOPAL VIHAR NEAR MAHESH BHAVAN,"5WJH+VPC, GOPAL VIHAR NEAR MAHESH BHAVAN ,GOPAL SADAN, Uprainganj, Jabalpur, Madhya Pradesh 482002",23.1821901,79.9292581,Gohalpur,099778 40056,,https://nirogdhamayurveda.com/
2d78a3a3-90b8-42f2-9f86-f34f8e6d3282,"Dr Brajesh Dadarya , Knee & Shoulder Surgeon , Arthroscopy & Ligament Injury Specialist",ENT_CLINIC,,Wright Town,"COSMOS GIRLS HOSTEL, near Arun dairy, behind Kothari Hospital, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1639326,79.9223227,Wright Town,0761 403 9414,,http://www.arthromedclinic.com/
bebc16a2-003a-4f03-a777-bc1d93867119,Dr. Amit Richhariya – Best Orthopedic Surgeon | Joint Replacement | Knee Replacement | Hip Replacement | Surgeon | Jabalpur,ORTHOPEDIC_CLINIC,,Napier Town,"Richhariya Ortho & Gynec Centre, near Old Post Office, opp. Rameshwar Nilay, Napier Town, Jabalpur, Madhya Pradesh 482002",23.1597463,79.932553,Wright Town,094245 88839,,http://www.dramitrichhariya.com/
ef3c9df0-c86d-401a-a71c-afbb8292e80f,Dr. Jeetendra Singh Lodhi (Best Orthopedic Surgeon)),ORTHOPEDIC_CLINIC,,Chandrika Vihar,"Shop No.7, Chandrika Vihar, Apartment, Home Science College Rd, near Ashish Hospital, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1608275,79.9234443,Wright Town,098737 27519,,http://www.drjitendralodhi.com/
a9998a48-dc19-4b28-ae9d-2964d527b042,Dr Vikas Sawla - Best Orthopedic Doctor in Jabalpur - Best Knee Replacement surgeon in Jabalpur,ORTHOPEDIC_CLINIC,,Gaumata Chowk,"blood bank, Gaumata Chowk, besides, near johri hospital, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1654368,79.9261312,Wright Town,091068 04465,,
ed7b6331-607c-4e20-9790-315b8c7eb651,Dr Amit Jaikumar Jain Coat wale - Joint Replacement | knee & Hip Replacement Surgeon | Orthopaedic Surgeon in Jabalpur,ORTHOPEDIC_CLINIC,,Gol Bazar Rd,"128, Gol Bazar Rd, beside omega children hospital, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1713787,79.9268701,Wright Town,079998 51125,,http://dramitkumarjain.co.in/
bf18c055-e669-4cf5-b3d0-17e9928e5d8c,Dr Ankur Bansal | Best orthopedic Surgeon in Jabalpur | Spine surgeon | Knee & Hip Replacement Surgeon |Surgeon |Jabalpur,ORTHOPEDIC_CLINIC,,Napier Town,"police station, 1503, near Madan Mahal, Napier Town, Jabalpur, Madhya Pradesh 482002",23.1612364,79.9219272,Wright Town,093992 13796,drankurbansaljbp@gmail.com,https://jabalpurhelpline.com/dr-ankur-bansal-orthopedic-surgeon
410c7522-57e5-4052-b679-4d10f1334868,"Dr. Vishwas Sharma (Orthopedic, Trauma & Joint Replacement Surgeon)",ORTHOPEDIC_CLINIC,,Home Science College Rd,"Right, Home Science College Rd, next to Aditya Hospital, Napier Town, Jabalpur, Madhya Pradesh 482001",23.1604761,79.9287212,Wright Town,097139 53314,drvishwassjbp@gmail.com,https://apnabusinesscard.com/Dr-Vishwas-Sharma
2cb03d35-c8d0-4e19-ac78-0c56b9fefbf8,Dr. Skand Bahre,GENERAL_CLINIC,,Wright Town,"99/1, Near Prem Mandir, in front of Dr. Solanki, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1623788,79.9232856,Wright Town,088171 26832,drskandortho@gmail.com,http://jabalpurhelpline.com/dr-skand-bahre-orthopedic-surgeon
5fd5609b-2645-4746-a2f3-7e5dcdb283ad,Dr. Adam Teja,GENERAL_CLINIC,,Dr Barat Rd,"Orthopaedic Super Speciality Clinic, Dr Barat Rd, Napier Town, Jabalpur, Madhya Pradesh 482001",23.1612929,79.9390355,Wright Town,079998 19108,adammahendrateja@gmail.com,https://jabalpurhelpline.com/dr-adam-teja-joint-replacement-and-orthroscopic-surgeon
141a8a71-0691-4531-aef1-9edeefdaddd7,Kothari Hospital,HOSPITAL,,Madan Mahal Railway Station Rd,"Gate No. 4, Chauraha, Madan Mahal Railway Station Rd, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1641079,79.9223527,Wright Town,098272 26710,,
f30365d3-4293-41df-90cf-9d9338226a9c,Dr Nitin Wadhwa | Orthopaedic & Joint Replacement Surgeon,ORTHOPEDIC_CLINIC,,Madan Mahal,"Shop no 48, near gulati petrolpump, Madan Mahal, Jabalpur, Madhya Pradesh 482001",23.1535802,79.9119906,Wright Town,,,
43a192c1-4ab5-4c62-b71c-34632de044c9,Orthopedic Clinic,ORTHOPEDIC_CLINIC,,Main Road,"Main Road, near Canara Bank, Saif Nagar, Anand Nagar, Adhartal, Jabalpur, Vehicle Fac. Jabalpur, Madhya Pradesh 482004",23.1959166,79.9431302,Wright Town,093037 49234,,
ef52d5e8-06ff-4873-8f9f-6d63e955c62c,Dr Aman Agrahari Gupta|Best joint replacement surgeon in jabalpur |sports injury specialist|arthroscopy surgeon|,ORTHOPEDIC_CLINIC,,Vijay Nagar,"Shalby hospital, Vijay Nagar, Jabalpur, Raksha, Madhya Pradesh 482002",23.1845773,79.9087606,Wright Town,087709 25296,amanagrahari11458@gmail.com,https://dramanagrahari.vercel.app/
2bf92460-e1c8-4b12-9fe5-901082ffbdfd,Dr. Amitesh Chaturvedi ( Ortho Surgeon),ORTHOPEDIC_CLINIC,,Ukhri Rd,"Galaxy super speciality hospital, Ukhri Rd, Chowk, Jabalpur, New Adaresh Colony, Madhya Pradesh 482002",23.178166,79.9122451,Wright Town,075818 45801,,
3d30aa5f-6014-464a-8dcd-5a09af85d091,Dr. Taqi Raza / Dr. Shamikh Raza,GENERAL_CLINIC,,South Civil Lines besides Sindhi dharamshala,"Near Tayyab Ali Petrol Pump Ghanta Ghar, South Civil Lines besides Sindhi dharamshala, behind Dr. Taqi raza, Jabalpur, Madhya Pradesh 482001",23.1676179,79.940007,Wright Town,076126 25088,,
b7f3fc97-21ac-4aaa-ab8d-0fbf4b22ac8e,"Dr Ashok Vidyarthi. Bone Craft Clinic - Best Doctor for Fracture Treatment ,Arthritis , Club Foot in Jabalpur",ORTHOPEDIC_CLINIC,,Medical Garha,"Medical Garha, Jabalpur, Madhya Pradesh 482003",23.14974,79.8832001,Wright Town,094251 59702,swati.remedo@gmail.com,https://drashokvidyarthi.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu
61f692f9-f2a7-4277-bc53-3731dfef85fe,Dr.Sharad Nema,GENERAL_CLINIC,,Road,"House No -84, Reyan School, Road, beside Aghori Baba Mandir Road, Trimurti Nagar, Jabalpur, Madhya Pradesh 482002",23.1925341,79.9246202,Wright Town,,,
fa3977cd-07d8-494c-9153-1a057eafb190,NIRVANA BONE & JOINT CLINIC,ORTHOPEDIC_CLINIC,,Chandrika Vihar,"Chandrika Vihar, Address Shop No.7 Apartment, Home Science College Rd, near Ashish Hospital, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1607612,79.9235467,Wright Town,098737 27519,,
3d1961e8-406b-4a7a-b386-85e8d3144c02,Dr. Sunil Patel (Orthopedic and Joint Replacement Surgeon),ORTHOPEDIC_CLINIC,,Deen dayal Chowk,"Patel Fracture & Orthopedic Clinic, Deen dayal Chowk, Green City Rd, in front of ISBT, Karmeta, Jabalpur, Madhya Pradesh 482002",23.1948307,79.9167277,Wright Town,094253 24712,drsunilp46@gmail.com,https://jabalpurhelpline.com/dr-sunil-patel-fracture-and-orthopaedics-clinic
56cf5802-c19d-41fd-93e9-633f04f8f5cd,Dr Sudhir Tiwari Bone Joints Fracture Sports Medicine Centre,ORTHOPEDIC_CLINIC,,Wright Town,"Dr Sudhir Tiwari - Orthopaedic Surgeon & Sport Medicine Specialist, Bone Joints Fracture Sports Medicine Centre, 2121, VIP Gate, near Manas Bhavan, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1648861,79.9290526,Wright Town,,,
688b4575-095b-4903-b61a-daf1b9ad85f1,Dr. Rajesh Turkar (Joint Replacement & Trauma Surgeon),ORTHOPEDIC_CLINIC,,Madan Mahal Railway Station Rd,"Near Gate, Aadya Ortho & Kidney Care Clinic, Ground Floor, Himgiri Apartment 3, No, Madan Mahal Railway Station Rd, beside Grover Hospital, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1657831,79.9230228,Wright Town,090749 95244,helpjabalpur@gmail.com,http://jabalpurhelpline.com/dr-rajesh-turkar-orthopaedic-surgeon
9ee41dab-0035-4898-834f-0d31e5d70963,Dr. Ashish Sirsikar- Orthopaedist In Jabalpur,ORTHOPEDIC_CLINIC,,Pounikar Clinic Krishi Upaj Mandi Market,"Pounikar Clinic Krishi Upaj Mandi Market, near Sbi Square, Vijay Nagar, Jabalpur, Madhya Pradesh 482002",23.1891943,79.9148786,Wright Town,,swati.remedo@gmail.com,https://drashishsirsikar.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu
f581a455-eecf-4bfd-8efa-c08b7fb2d4d3,Dr. Deepak Mishra (Joint Replacement & Sport Injury Specialist),ORTHOPEDIC_CLINIC,,Narmada Rd,"Shop No. 39, Narmada Rd, in front of Maharishi School, Ratan Colony, Gorakhpur, Jabalpur, Madhya Pradesh 482001",23.14617,79.9267793,Wright Town,078797 57147,deepak4194@gmail.com,https://jabalpurhelpline.com/dr-deepak-mishra-orthopedic-surgeon
461c4612-2c2f-405a-be75-950a318c2d1e,"Department of Orthopaedics, NSCB Medical College Jabalpur",ORTHOPEDIC_CLINIC,,New Bhedaghat Road,"New Bhedaghat Road, Doctors Colony, Medical College Colony, Jabalpur, Madhya Pradesh 482003",23.148769,79.8791577,Wright Town,076126 73644,hospitalnscbmcjbp@gmail.com,http://www.nscbmc.ac.in/
3ae9a93e-2628-4b45-a9b0-a5ccb0aa0a07,AMRIT CITY MULTI-SPECIALITY HOSPITAL,HOSPITAL,,Ukhri Road,"Ukhri Road, TIRAHA, beside AMRIT CLINIC, Janki Nagar, Jabalpur, New Adaresh Colony, Madhya Pradesh 482002",23.1784076,79.9118847,Wright Town,092036 34601,,https://www.instagram.com/amritcity.hospital/
ecd740d7-5f31-4df3-aec9-4ac3e51450d3,Dr. Rakesh Tirkey (Center for Joint Replacement and Arthroscopy),ORTHOPEDIC_CLINIC,,Dhanvantari Nagar,"HIG 132, opposite Community Hall, Dhanvantari Nagar, Jabalpur, Madhya Pradesh 482003",23.1601181,79.8743387,Wright Town,070003 10464,,
25acfbf4-143c-40cf-a84a-e99365fa7c25,Dr. Rahul Shukla (orthopedic Surgeon) - Shraddha Joint and Sports Clinic,ORTHOPEDIC_CLINIC,,Home Science College Rd,"1509, Home Science College Rd, near Momentum Coaching, near Madan Mahal Thana, Napier Town, Jabalpur, Madhya Pradesh 482002",23.16121,79.9221379,Napier Town,097131 54247,,
2ddf4f4c-53c0-49b0-8dde-d5ac71a4d64c,Dr. PARWEZ QURESHI (Best Orthopedic surgeon)Ortho Cure Clinic,ORTHOPEDIC_CLINIC,,Ukhri Rd,"Narayan Health Clinic, Ukhri Rd, Janki Nagar, Jabalpur, New Adaresh Colony, Madhya Pradesh 482002",23.1790549,79.9151941,Napier Town,089891 74786,,
c03d3999-8287-4c5b-97eb-4099c90e517a,Dr Utsav Katakwar,GENERAL_CLINIC,,64 Saket nagar,"64 Saket nagar, behind HP Petrol Pump, Vijay Nagar, Jabalpur, Madhya Pradesh 482003",23.1804855,79.9114316,Napier Town,094796 85408,utsavkatakwar@gmail.com,https://jabalpurhelpline.com/dr-utsav-katakwar-orthopaedic-surgeon
1d18edd4-1160-4127-bece-4a5dacb920b4,Orthopaedic surgeon,ORTHOPEDIC_CLINIC,,wright town,"number 4, Madan Mah, Navjeevan clinic, House number 2435, wright town, near gate, Jabalpur, Madhya Pradesh 482001",23.1696404,79.9196403,Napier Town,,,
a96043f9-283a-444f-b1c3-8f0691fa0239,Dr Gaurav Kochhar M.P.T. (Physiotherapy / Orthopaedics),PHYSIOTHERAPY_CENTER,,2226 Wright town,"2226 Wright town, near Prem Mandir Road, Prabhat pul, Jabalpur, Madhya Pradesh 482002",23.1621028,79.9251152,Napier Town,0761 400 5168,tpcrc@yahoo.com,https://jabalpurhelpline.com/dr-gaurav-kochhar-orthopedic-physiotherapist
481a6b4c-d7d1-4736-a1d4-4b40680c7fb3,Dr H.S.VARMA,GENERAL_CLINIC,,Nagpur Rd,"Khandelwal Complex, 1, Nagpur Rd, near gulzar Hotel, Cheevani Phamad Nagar, Jabalpur, Madhya Pradesh 482001",23.155,79.926141,Napier Town,076124 25400,,
c7378073-55f1-4c16-9b5f-1e9ff9e5664e,"Dr Rohit Bhandari - Knee and Hip Replacement - Orthopaedic Surgeon, Jabalpur",ORTHOPEDIC_CLINIC,,Nehru Railway Colony,"OPD No. 1, RB-II, 431/3, NH30, Nehru Railway Colony, Gorakhpur, Jabalpur, Madhya Pradesh 482001",23.154389,79.9374501,Napier Town,0761 404 7703,bhandarihospitaljabalpur@gmail.com,http://www.drrohitbhandari.com/
83cc0dfa-19cf-4a3d-ad7d-0dba70698a87,Dr. Akshay Kumar Trivedi,GENERAL_CLINIC,,Garha Rd,"1269, saket nursing home, Garha Rd, Nove Adaresh Colony, Daya Nagar, Yadav Colony, Jabalpur, New Adaresh Colony, Madhya Pradesh 482002",23.1690327,79.9165295,Napier Town,093027 89333,,https://jabalpurhelpline.com/dr-akshay-kumar-trivedi-orthopedic-surgeon
738a17f7-523b-440f-b405-24dae783a668,sahu SURGICAL orthopedic appliances,ORTHOPEDIC_CLINIC,,Wright Town,"5W7J+V7X, Wright Town, Jabalpur, Madhya Pradesh 482002",23.1647263,79.9307344,Napier Town,098261 26996,,
b8099c41-c4b6-4fee-8e42-1518b6a9467a,Dr.Asheesh Tandon Neuro Specialist,NEUROLOGY_CLINIC,,MLB School Road,"Beside Aditya Super Speciality Hospital, MLB School Road, Opp. Little Kingdom School, Napier Town, Jabalpur, Madhya Pradesh 482001",23.160653,79.9286439,Napier Town,088275 29995,,http://advanceneurosurgery.com/
4ce7f62c-6adc-4fa5-b19e-632c1e32f8c2,Anant Institute Of Medical Sciences,GENERAL_CLINIC,,Madan Mahal Railway Station Rd,"No:3, Madan Mahal Railway Station Rd, Madan Mahal, Jabalpur, Madhya Pradesh 482002",23.1612968,79.920198,Madan Mahal,076124 11962,,
a3e327fd-c129-4f04-a39b-d58d54a3076d,JaBalPur Bone and Joint cLinic,ORTHOPEDIC_CLINIC,,South Civil Lines,"Pillar No. 44, Samdariya Complex, 1, Flyover, opp. PNB Bank, Cherital JBJC, South Civil Lines, Jabalpur, Madhya Pradesh 482001",23.1615453,79.9472424,Madan Mahal,094251 57665,,
